"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Input.target_url","Answer.annotatedResult.inputImageProperties.height","Answer.annotatedResult.inputImageProperties.width","Answer.annotatedResult.keypoints","Approve","Reject"
"31KSVEGZ49DE6JQS48X2SFKX3W6RWG","33VSRLCQV6M9F8FIQ889PJSA6CBCXK","Place the body keypoints on the image","There are 17 human body keypoints to annotate in the image. Please read the instruction carefully before doing the task.","keypoints, keypoint, point, points","$0.25","Wed Nov 10 02:50:13 PST 2021","5","BatchId:4598525;OriginalHitTemplateId:928478963;","3600","172800","Wed Nov 17 02:50:13 PST 2021","","","3IXQG4FA2ZJI10UP526M2036JBE9B8","A12B5MV7IHN855","Submitted","Wed Nov 10 04:02:25 PST 2021","Wed Nov 10 04:14:51 PST 2021","Fri Nov 12 04:14:51 PST 2021","","","","746","100% (1408/1408)","0% (0/0)","0% (0/0)","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/images/132767094973474588_frame_03266.jpg","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/target.jpg","1080","1920","[{""label"":""Nose"",""x"":981,""y"":526},{""label"":""Neck Bottom"",""x"":901,""y"":629},{""label"":""Right Shoulder"",""x"":732,""y"":620},{""label"":""Right Elbow"",""x"":675,""y"":802},{""label"":""Right Wrist"",""x"":670,""y"":872},{""label"":""Left Shoulder"",""x"":1076,""y"":637},{""label"":""Left Elbow"",""x"":1078,""y"":850},{""label"":""Left Wrist"",""x"":1056,""y"":915}]"
"31KSVEGZ49DE6JQS48X2SFKX3W6RWG","33VSRLCQV6M9F8FIQ889PJSA6CBCXK","Place the body keypoints on the image","There are 17 human body keypoints to annotate in the image. Please read the instruction carefully before doing the task.","keypoints, keypoint, point, points","$0.25","Wed Nov 10 02:50:13 PST 2021","5","BatchId:4598525;OriginalHitTemplateId:928478963;","3600","172800","Wed Nov 17 02:50:13 PST 2021","","","3FE2ERCCZ3TNCHZ5QW75UA3KVEDOPK","A1AYL5V5GI9HC1","Submitted","Wed Nov 10 03:57:33 PST 2021","Wed Nov 10 03:58:11 PST 2021","Fri Nov 12 03:58:11 PST 2021","","","","38","100% (3/3)","0% (0/0)","0% (0/0)","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/images/132767094973474588_frame_03266.jpg","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/target.jpg","1080","1920","[{""label"":""Nose"",""x"":987,""y"":519},{""label"":""Neck Bottom"",""x"":901,""y"":645},{""label"":""Right Shoulder"",""x"":729,""y"":612},{""label"":""Right Elbow"",""x"":686,""y"":823},{""label"":""Right Wrist"",""x"":682,""y"":875},{""label"":""Left Shoulder"",""x"":1065,""y"":638},{""label"":""Left Elbow"",""x"":1078,""y"":858},{""label"":""Left Wrist"",""x"":1059,""y"":917},{""label"":""Pelvis"",""x"":840,""y"":1056}]"
"31KSVEGZ49DE6JQS48X2SFKX3W6RWG","33VSRLCQV6M9F8FIQ889PJSA6CBCXK","Place the body keypoints on the image","There are 17 human body keypoints to annotate in the image. Please read the instruction carefully before doing the task.","keypoints, keypoint, point, points","$0.25","Wed Nov 10 02:50:13 PST 2021","5","BatchId:4598525;OriginalHitTemplateId:928478963;","3600","172800","Wed Nov 17 02:50:13 PST 2021","","","3TESA3PJ37VTRBHGL000L2KKV9OMM8","A2RVSBEHUCNC6K","Submitted","Wed Nov 10 03:59:33 PST 2021","Wed Nov 10 04:27:05 PST 2021","Fri Nov 12 04:27:05 PST 2021","","","","1652","100% (35/35)","0% (0/0)","0% (0/0)","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/images/132767094973474588_frame_03266.jpg","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/target.jpg","1080","1920","[{""label"":""Nose"",""x"":984,""y"":543},{""label"":""Neck Bottom"",""x"":909,""y"":627},{""label"":""Right Shoulder"",""x"":724,""y"":603},{""label"":""Right Elbow"",""x"":700,""y"":819},{""label"":""Right Wrist"",""x"":682,""y"":873},{""label"":""Left Shoulder"",""x"":1065,""y"":615},{""label"":""Left Elbow"",""x"":1077,""y"":852},{""label"":""Left Wrist"",""x"":1071,""y"":903},{""label"":""Pelvis"",""x"":831,""y"":1029},{""label"":""Right Hip"",""x"":730,""y"":1056}]"
"31KSVEGZ49DE6JQS48X2SFKX3W6RWG","33VSRLCQV6M9F8FIQ889PJSA6CBCXK","Place the body keypoints on the image","There are 17 human body keypoints to annotate in the image. Please read the instruction carefully before doing the task.","keypoints, keypoint, point, points","$0.25","Wed Nov 10 02:50:13 PST 2021","5","BatchId:4598525;OriginalHitTemplateId:928478963;","3600","172800","Wed Nov 17 02:50:13 PST 2021","","","3CP1TO84PZM5C0SHJJ0UPRV039G256","A3FTE56VNPQ95C","Submitted","Wed Nov 10 03:54:29 PST 2021","Wed Nov 10 03:56:23 PST 2021","Fri Nov 12 03:56:23 PST 2021","","","","114","0% (0/0)","0% (0/0)","0% (0/0)","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/images/132767094973474588_frame_03266.jpg","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/target.jpg","1080","1920","[{""label"":""Nose"",""x"":988,""y"":521},{""label"":""Neck Bottom"",""x"":903,""y"":626},{""label"":""Right Shoulder"",""x"":750,""y"":598},{""label"":""Right Elbow"",""x"":675,""y"":811},{""label"":""Right Wrist"",""x"":675,""y"":872},{""label"":""Left Shoulder"",""x"":999,""y"":600},{""label"":""Left Elbow"",""x"":1075,""y"":855},{""label"":""Left Wrist"",""x"":1052,""y"":919},{""label"":""Pelvis"",""x"":837,""y"":1051}]"
"31KSVEGZ49DE6JQS48X2SFKX3W6RWG","33VSRLCQV6M9F8FIQ889PJSA6CBCXK","Place the body keypoints on the image","There are 17 human body keypoints to annotate in the image. Please read the instruction carefully before doing the task.","keypoints, keypoint, point, points","$0.25","Wed Nov 10 02:50:13 PST 2021","5","BatchId:4598525;OriginalHitTemplateId:928478963;","3600","172800","Wed Nov 17 02:50:13 PST 2021","","","37M28K1J0WY2O226L0X3WJX3XY4JAH","A3N5RTXKN4I723","Submitted","Wed Nov 10 04:00:53 PST 2021","Wed Nov 10 04:07:59 PST 2021","Fri Nov 12 04:07:59 PST 2021","","","","426","100% (332/332)","100% (64/64)","100% (64/64)","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/images/132767094973474588_frame_03266.jpg","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/target.jpg","1080","1920","[{""label"":""Nose"",""x"":980,""y"":519},{""label"":""Neck Bottom"",""x"":892,""y"":626},{""label"":""Right Shoulder"",""x"":721,""y"":631},{""label"":""Right Elbow"",""x"":643,""y"":796},{""label"":""Right Wrist"",""x"":673,""y"":864},{""label"":""Left Shoulder"",""x"":1043,""y"":621},{""label"":""Left Elbow"",""x"":1068,""y"":864},{""label"":""Left Wrist"",""x"":1058,""y"":927},{""label"":""Pelvis"",""x"":872,""y"":996}]"
"3WGZLY9VDM79F8B5O4MC9A076OCD8H","33VSRLCQV6M9F8FIQ889PJSA6CBCXK","Place the body keypoints on the image","There are 17 human body keypoints to annotate in the image. Please read the instruction carefully before doing the task.","keypoints, keypoint, point, points","$0.25","Wed Nov 10 02:50:13 PST 2021","5","BatchId:4598525;OriginalHitTemplateId:928478963;","3600","172800","Wed Nov 17 02:50:13 PST 2021","","","336KAV9KYWD3EO21UL5R0OTTYEGY2E","A1AYL5V5GI9HC1","Submitted","Wed Nov 10 03:41:01 PST 2021","Wed Nov 10 03:42:16 PST 2021","Fri Nov 12 03:42:16 PST 2021","","","","75","100% (3/3)","0% (0/0)","0% (0/0)","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/images/132767094465682813_frame_01742.jpg","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/target.jpg","1080","1920","[{""label"":""Nose"",""x"":612,""y"":341},{""label"":""Neck Bottom"",""x"":514,""y"":424},{""label"":""Right Shoulder"",""x"":398,""y"":364},{""label"":""Right Elbow"",""x"":327,""y"":84},{""label"":""Left Shoulder"",""x"":637,""y"":392},{""label"":""Left Elbow"",""x"":806,""y"":465},{""label"":""Left Wrist"",""x"":1054,""y"":364},{""label"":""Pelvis"",""x"":564,""y"":733},{""label"":""Right Hip"",""x"":553,""y"":859},{""label"":""Right Knee"",""x"":664,""y"":1064},{""label"":""Left Hip"",""x"":655,""y"":811},{""label"":""Left Knee"",""x"":862,""y"":991}]"
"3WGZLY9VDM79F8B5O4MC9A076OCD8H","33VSRLCQV6M9F8FIQ889PJSA6CBCXK","Place the body keypoints on the image","There are 17 human body keypoints to annotate in the image. Please read the instruction carefully before doing the task.","keypoints, keypoint, point, points","$0.25","Wed Nov 10 02:50:13 PST 2021","5","BatchId:4598525;OriginalHitTemplateId:928478963;","3600","172800","Wed Nov 17 02:50:13 PST 2021","","","34J10VATJLJYG7PHSE9PAIX8O11QIJ","A26T17CDTYJI1W","Submitted","Wed Nov 10 04:01:28 PST 2021","Wed Nov 10 04:13:58 PST 2021","Fri Nov 12 04:13:58 PST 2021","","","","750","100% (586/586)","100% (24/24)","100% (24/24)","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/images/132767094465682813_frame_01742.jpg","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/target.jpg","1080","1920","[{""label"":""Nose"",""x"":607,""y"":339},{""label"":""Neck Bottom"",""x"":496,""y"":398},{""label"":""Right Shoulder"",""x"":380,""y"":373},{""label"":""Right Elbow"",""x"":299,""y"":154},{""label"":""Left Shoulder"",""x"":627,""y"":410},{""label"":""Left Elbow"",""x"":802,""y"":453},{""label"":""Left Wrist"",""x"":1010,""y"":380},{""label"":""Pelvis"",""x"":543,""y"":751},{""label"":""Right Hip"",""x"":494,""y"":819},{""label"":""Left Hip"",""x"":634,""y"":770}]"
"3WGZLY9VDM79F8B5O4MC9A076OCD8H","33VSRLCQV6M9F8FIQ889PJSA6CBCXK","Place the body keypoints on the image","There are 17 human body keypoints to annotate in the image. Please read the instruction carefully before doing the task.","keypoints, keypoint, point, points","$0.25","Wed Nov 10 02:50:13 PST 2021","5","BatchId:4598525;OriginalHitTemplateId:928478963;","3600","172800","Wed Nov 17 02:50:13 PST 2021","","","3IFS6Q0HJO4ATN4UKIYU5IC96PMSIA","A2A2VSZ2C8PC19","Submitted","Wed Nov 10 04:02:00 PST 2021","Wed Nov 10 04:24:21 PST 2021","Fri Nov 12 04:24:21 PST 2021","","","","1341","100% (62/62)","100% (35/35)","0% (0/0)","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/images/132767094465682813_frame_01742.jpg","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/target.jpg","1080","1920","[{""label"":""Nose"",""x"":611,""y"":347},{""label"":""Neck Bottom"",""x"":491,""y"":432},{""label"":""Right Shoulder"",""x"":376,""y"":373},{""label"":""Right Elbow"",""x"":317,""y"":394},{""label"":""Right Wrist"",""x"":293,""y"":159},{""label"":""Left Shoulder"",""x"":611,""y"":409},{""label"":""Left Elbow"",""x"":830,""y"":455},{""label"":""Left Wrist"",""x"":1050,""y"":375},{""label"":""Pelvis"",""x"":556,""y"":771},{""label"":""Right Hip"",""x"":531,""y"":857},{""label"":""Left Hip"",""x"":667,""y"":775},{""label"":""Left Knee"",""x"":891,""y"":995}]"
"3WGZLY9VDM79F8B5O4MC9A076OCD8H","33VSRLCQV6M9F8FIQ889PJSA6CBCXK","Place the body keypoints on the image","There are 17 human body keypoints to annotate in the image. Please read the instruction carefully before doing the task.","keypoints, keypoint, point, points","$0.25","Wed Nov 10 02:50:13 PST 2021","5","BatchId:4598525;OriginalHitTemplateId:928478963;","3600","172800","Wed Nov 17 02:50:13 PST 2021","","","38F5OAUN5TXOEU9IQXIYAFFYJYT7H8","A2KLJKDG90K1PP","Submitted","Wed Nov 10 03:54:34 PST 2021","Wed Nov 10 04:12:12 PST 2021","Fri Nov 12 04:12:12 PST 2021","","","","1058","0% (0/0)","0% (0/0)","0% (0/0)","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/images/132767094465682813_frame_01742.jpg","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/target.jpg","1080","1920","[{""label"":""Nose"",""x"":607,""y"":351},{""label"":""Neck Bottom"",""x"":482,""y"":403},{""label"":""Right Shoulder"",""x"":374,""y"":418},{""label"":""Right Elbow"",""x"":303,""y"":160},{""label"":""Left Shoulder"",""x"":626,""y"":423},{""label"":""Left Elbow"",""x"":812,""y"":462},{""label"":""Left Wrist"",""x"":1054,""y"":370},{""label"":""Pelvis"",""x"":566,""y"":791},{""label"":""Right Hip"",""x"":574,""y"":909},{""label"":""Left Hip"",""x"":694,""y"":835},{""label"":""Left Knee"",""x"":898,""y"":1025}]"
"3WGZLY9VDM79F8B5O4MC9A076OCD8H","33VSRLCQV6M9F8FIQ889PJSA6CBCXK","Place the body keypoints on the image","There are 17 human body keypoints to annotate in the image. Please read the instruction carefully before doing the task.","keypoints, keypoint, point, points","$0.25","Wed Nov 10 02:50:13 PST 2021","5","BatchId:4598525;OriginalHitTemplateId:928478963;","3600","172800","Wed Nov 17 02:50:13 PST 2021","","","3F6KKYWMNHMW5ZW3K8GXFRMQRL0NDL","A2RVSBEHUCNC6K","Submitted","Wed Nov 10 03:34:57 PST 2021","Wed Nov 10 03:38:17 PST 2021","Fri Nov 12 03:38:17 PST 2021","","","","200","100% (35/35)","0% (0/0)","0% (0/0)","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/images/132767094465682813_frame_01742.jpg","https://egocap.s3.us-west-2.amazonaws.com/amt_annotation_data/recording_20210921_s2_02_zixin_ines/target.jpg","1080","1920","[{""label"":""Nose"",""x"":628,""y"":345},{""label"":""Neck Bottom"",""x"":526,""y"":423},{""label"":""Right Shoulder"",""x"":382,""y"":348},{""label"":""Right Elbow"",""x"":385,""y"":159},{""label"":""Left Shoulder"",""x"":634,""y"":390},{""label"":""Left Elbow"",""x"":814,""y"":420},{""label"":""Left Wrist"",""x"":1044,""y"":348},{""label"":""Pelvis"",""x"":538,""y"":729},{""label"":""Right Hip"",""x"":523,""y"":828},{""label"":""Left Hip"",""x"":643,""y"":768},{""label"":""Left Knee"",""x"":927,""y"":999}]"
